   173/199     7.62G   0.02823   0.01778         0   0.04601        34       640     0.815    0.8427    0.8342     0.478   0.03258   0.01125         0
   174/199     7.62G   0.02733   0.01809         0   0.04542        41       640    0.8368    0.8237    0.8394    0.4863   0.03251   0.01121         0
   175/199     7.62G   0.02708   0.01759         0   0.04466        38       640    0.8287    0.8325    0.8312    0.4806   0.03279   0.01135         0
   176/199     7.62G   0.02704   0.01757         0   0.04461        36       640    0.8251    0.8463    0.8327    0.4784   0.03278   0.01102         0
   177/199     7.62G   0.02759    0.0179         0    0.0455        30       640    0.8393    0.8202    0.8325    0.4765   0.03252   0.01073         0
   178/199     7.62G   0.02769   0.01772         0    0.0454        30       640    0.8248    0.8262    0.8298    0.4806   0.03263   0.01117         0
   179/199     7.62G   0.02725    0.0176         0   0.04485        23       640    0.8479     0.806    0.8287     0.478   0.03308   0.01156         0
   180/199     7.62G    0.0266   0.01805         0   0.04466        31       640    0.8345    0.8137    0.8289    0.4752   0.03259   0.01136         0
   181/199     7.62G   0.02704   0.01781         0   0.04485        26       640    0.8286    0.8212    0.8261    0.4655   0.03256   0.01127         0
   182/199     7.62G    0.0265   0.01789         0   0.04439        21       640    0.8299    0.8195    0.8205    0.4682   0.03249   0.01118         0
   183/199     7.62G   0.02731   0.01753         0   0.04484        27       640    0.8235    0.8304    0.8216    0.4711   0.03252   0.01084         0
   184/199     7.62G   0.02642   0.01731         0   0.04374        26       640    0.8322    0.8254      0.83    0.4779   0.03247   0.01103         0
   185/199     7.62G   0.02691   0.01749         0   0.04441        29       640    0.8285    0.8262    0.8246    0.4755   0.03217    0.0109         0
   186/199     7.62G   0.02723   0.01763         0   0.04486        34       640     0.813    0.8461    0.8252    0.4766   0.03233   0.01093         0
   187/199     7.62G   0.02692   0.01734         0   0.04426        31       640    0.8279    0.8404    0.8353     0.475   0.03241   0.01097         0
   188/199     7.62G   0.02716   0.01809         0   0.04525        39       640    0.8334    0.8195    0.8223    0.4669    0.0324   0.01074         0
   189/199     7.62G   0.02681   0.01732         0   0.04413        30       640     0.826    0.8429    0.8306    0.4763   0.03226    0.0108         0
   190/199     7.62G   0.02672   0.01727         0   0.04399        22       640    0.8397    0.8186    0.8303     0.478   0.03264   0.01096         0
   191/199     7.62G   0.02666   0.01742         0   0.04408        27       640    0.8159    0.8366    0.8276    0.4777   0.03275   0.01091         0
   192/199     7.62G   0.02618   0.01742         0   0.04361        42       640    0.8211    0.8329    0.8236    0.4715   0.03296   0.01089         0
   193/199     7.62G    0.0265   0.01706         0   0.04355        27       640    0.8105    0.8338    0.8233    0.4684    0.0331    0.0109         0
   194/199     7.62G   0.02685   0.01764         0   0.04448        27       640    0.8126    0.8354    0.8173    0.4689   0.03289   0.01097         0
   195/199     7.62G   0.02608   0.01748         0   0.04356        23       640    0.8259    0.8287    0.8229    0.4701   0.03262   0.01101         0
   196/199     7.62G   0.02654   0.01813         0   0.04467        45       640    0.8236    0.8269    0.8227    0.4732   0.03272   0.01112         0
   197/199     7.62G   0.02651   0.01762         0   0.04414        27       640     0.829    0.8302    0.8293    0.4732   0.03285   0.01127         0
   198/199     7.62G   0.02648   0.01743         0   0.04391        30       640    0.8294    0.8408    0.8306     0.475   0.03296   0.01152         0
   199/199     7.62G    0.0268   0.01773         0   0.04453        36       640    0.8505    0.8176    0.8312    0.4752   0.03272    0.0114         0
